Code,State Code,County Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State,Unemployed Rate Category
CN4501900000000,45.0,19.0,"Charleston County, SC",2020.0,207060.0,194389.0,12671.0,6.1,SC,Medium
CN4502100000000,45.0,21.0,"Cherokee County, SC",2020.0,24821.0,22894.0,1927.0,7.8,SC,Medium
CN4502300000000,45.0,23.0,"Chester County, SC",2020.0,13199.0,12043.0,1156.0,8.8,SC,High
CN4502500000000,45.0,25.0,"Chesterfield County, SC",2020.0,21373.0,20120.0,1253.0,5.9,SC,Medium
CN4502700000000,45.0,27.0,"Clarendon County, SC",2020.0,12482.0,11666.0,816.0,6.5,SC,Medium
CN4502900000000,45.0,29.0,"Colleton County, SC",2020.0,16289.0,15331.0,958.0,5.9,SC,Medium
CN4503100000000,45.0,31.0,"Darlington County, SC",2020.0,29925.0,28052.0,1873.0,6.3,SC,Medium
CN4503300000000,45.0,33.0,"Dillon County, SC",2020.0,12975.0,12203.0,772.0,5.9,SC,Medium
CN4503500000000,45.0,35.0,"Dorchester County, SC",2020.0,76074.0,71796.0,4278.0,5.6,SC,Medium
CN4503700000000,45.0,37.0,"Edgefield County, SC",2020.0,10390.0,9871.0,519.0,5.0,SC,Medium
CN4503900000000,45.0,39.0,"Fairfield County, SC",2020.0,9214.0,8495.0,719.0,7.8,SC,Medium
CN4504100000000,45.0,41.0,"Florence County, SC",2020.0,65640.0,62096.0,3544.0,5.4,SC,Medium
CN4504300000000,45.0,43.0,"Georgetown County, SC",2020.0,25597.0,23734.0,1863.0,7.3,SC,Medium
CN4504500000000,45.0,45.0,"Greenville County, SC",2020.0,251990.0,238182.0,13808.0,5.5,SC,Medium
CN4504700000000,45.0,47.0,"Greenwood County, SC",2020.0,30800.0,28896.0,1904.0,6.2,SC,Medium
CN4504900000000,45.0,49.0,"Hampton County, SC",2020.0,8004.0,7623.0,381.0,4.8,SC,Medium
CN4505100000000,45.0,51.0,"Horry County, SC",2020.0,144782.0,132675.0,12107.0,8.4,SC,High
CN4505300000000,45.0,53.0,"Jasper County, SC",2020.0,12825.0,12193.0,632.0,4.9,SC,Medium
CN4505500000000,45.0,55.0,"Kershaw County, SC",2020.0,28933.0,27447.0,1486.0,5.1,SC,Medium
CN4505700000000,45.0,57.0,"Lancaster County, SC",2020.0,42320.0,39537.0,2783.0,6.6,SC,Medium
CN4505900000000,45.0,59.0,"Laurens County, SC",2020.0,29390.0,27435.0,1955.0,6.7,SC,Medium
CN4506100000000,45.0,61.0,"Lee County, SC",2020.0,6675.0,6181.0,494.0,7.4,SC,Medium
CN4506300000000,45.0,63.0,"Lexington County, SC",2020.0,148144.0,141926.0,6218.0,4.2,SC,Low
CN4506500000000,45.0,65.0,"McCormick County, SC",2020.0,3285.0,3073.0,212.0,6.5,SC,Medium
CN4506700000000,45.0,67.0,"Marion County, SC",2020.0,12980.0,11998.0,982.0,7.6,SC,Medium
CN4506900000000,45.0,69.0,"Marlboro County, SC",2020.0,9081.0,8225.0,856.0,9.4,SC,High
CN4507100000000,45.0,71.0,"Newberry County, SC",2020.0,18867.0,17997.0,870.0,4.6,SC,Medium
CN4507300000000,45.0,73.0,"Oconee County, SC",2020.0,34316.0,32546.0,1770.0,5.2,SC,Medium
CN4507500000000,45.0,75.0,"Orangeburg County, SC",2020.0,34075.0,31089.0,2986.0,8.8,SC,High
CN4507700000000,45.0,77.0,"Pickens County, SC",2020.0,55777.0,52908.0,2869.0,5.1,SC,Medium
CN4507900000000,45.0,79.0,"Richland County, SC",2020.0,194882.0,183830.0,11052.0,5.7,SC,Medium
CN4508100000000,45.0,81.0,"Saluda County, SC",2020.0,8351.0,8004.0,347.0,4.2,SC,Low
CN4508300000000,45.0,83.0,"Spartanburg County, SC",2020.0,156233.0,146381.0,9852.0,6.3,SC,Medium
CN4508500000000,45.0,85.0,"Sumter County, SC",2020.0,43019.0,40230.0,2789.0,6.5,SC,Medium
CN4508700000000,45.0,87.0,"Union County, SC",2020.0,11469.0,10452.0,1017.0,8.9,SC,High
CN4508900000000,45.0,89.0,"Williamsburg County, SC",2020.0,11502.0,10582.0,920.0,8.0,SC,Medium
CN4509100000000,45.0,91.0,"York County, SC",2020.0,143112.0,134794.0,8318.0,5.8,SC,Medium
CN4600300000000,46.0,3.0,"Aurora County, SD",2020.0,1472.0,1430.0,42.0,2.9,SD,Low
CN4600500000000,46.0,5.0,"Beadle County, SD",2020.0,9362.0,9040.0,322.0,3.4,SD,Low
CN4600700000000,46.0,7.0,"Bennett County, SD",2020.0,1076.0,1027.0,49.0,4.6,SD,Medium
CN4600900000000,46.0,9.0,"Bon Homme County, SD",2020.0,2854.0,2750.0,104.0,3.6,SD,Low
CN4601100000000,46.0,11.0,"Brookings County, SD",2020.0,18512.0,17783.0,729.0,3.9,SD,Low
CN4601300000000,46.0,13.0,"Brown County, SD",2020.0,20579.0,19766.0,813.0,4.0,SD,Low
CN4601500000000,46.0,15.0,"Brule County, SD",2020.0,2471.0,2372.0,99.0,4.0,SD,Low
CN4601700000000,46.0,17.0,"Buffalo County, SD",2020.0,691.0,640.0,51.0,7.4,SD,Medium
CN4601900000000,46.0,19.0,"Butte County, SD",2020.0,4988.0,4746.0,242.0,4.9,SD,Medium
CN4602100000000,46.0,21.0,"Campbell County, SD",2020.0,784.0,759.0,25.0,3.2,SD,Low
CN4602300000000,46.0,23.0,"Charles Mix County, SD",2020.0,3774.0,3558.0,216.0,5.7,SD,Medium
CN4602500000000,46.0,25.0,"Clark County, SD",2020.0,2155.0,2078.0,77.0,3.6,SD,Low
CN4602700000000,46.0,27.0,"Clay County, SD",2020.0,7154.0,6862.0,292.0,4.1,SD,Low
CN4602900000000,46.0,29.0,"Codington County, SD",2020.0,15459.0,14776.0,683.0,4.4,SD,Low
CN4603100000000,46.0,31.0,"Corson County, SD",2020.0,1322.0,1264.0,58.0,4.4,SD,Low
CN4603300000000,46.0,33.0,"Custer County, SD",2020.0,4045.0,3824.0,221.0,5.5,SD,Medium
CN4603500000000,46.0,35.0,"Davison County, SD",2020.0,10938.0,10528.0,410.0,3.7,SD,Low
CN4603700000000,46.0,37.0,"Day County, SD",2020.0,2694.0,2556.0,138.0,5.1,SD,Medium
CN4603900000000,46.0,39.0,"Deuel County, SD",2020.0,2325.0,2214.0,111.0,4.8,SD,Medium
CN4604100000000,46.0,41.0,"Dewey County, SD",2020.0,2304.0,2149.0,155.0,6.7,SD,Medium
CN4604300000000,46.0,43.0,"Douglas County, SD",2020.0,1551.0,1511.0,40.0,2.6,SD,Low
CN4604500000000,46.0,45.0,"Edmunds County, SD",2020.0,1990.0,1938.0,52.0,2.6,SD,Low
CN4604700000000,46.0,47.0,"Fall River County, SD",2020.0,3011.0,2850.0,161.0,5.3,SD,Medium
CN4604900000000,46.0,49.0,"Faulk County, SD",2020.0,1036.0,1004.0,32.0,3.1,SD,Low
CN4605100000000,46.0,51.0,"Grant County, SD",2020.0,4369.0,4213.0,156.0,3.6,SD,Low
CN4605300000000,46.0,53.0,"Gregory County, SD",2020.0,2042.0,1973.0,69.0,3.4,SD,Low
CN4605500000000,46.0,55.0,"Haakon County, SD",2020.0,1058.0,1034.0,24.0,2.3,SD,Low
CN4605700000000,46.0,57.0,"Hamlin County, SD",2020.0,3364.0,3261.0,103.0,3.1,SD,Low
CN4605900000000,46.0,59.0,"Hand County, SD",2020.0,1750.0,1709.0,41.0,2.3,SD,Low
CN4606100000000,46.0,61.0,"Hanson County, SD",2020.0,1757.0,1677.0,80.0,4.6,SD,Medium
CN4606300000000,46.0,63.0,"Harding County, SD",2020.0,720.0,697.0,23.0,3.2,SD,Low
CN4606500000000,46.0,65.0,"Hughes County, SD",2020.0,9880.0,9583.0,297.0,3.0,SD,Low
CN4606700000000,46.0,67.0,"Hutchinson County, SD",2020.0,3609.0,3488.0,121.0,3.4,SD,Low
CN4606900000000,46.0,69.0,"Hyde County, SD",2020.0,669.0,650.0,19.0,2.8,SD,Low
CN4607100000000,46.0,71.0,"Jackson County, SD",2020.0,1208.0,1162.0,46.0,3.8,SD,Low
CN4607300000000,46.0,73.0,"Jerauld County, SD",2020.0,1198.0,1172.0,26.0,2.2,SD,Low
CN4607500000000,46.0,75.0,"Jones County, SD",2020.0,522.0,505.0,17.0,3.3,SD,Low
CN4607700000000,46.0,77.0,"Kingsbury County, SD",2020.0,2675.0,2587.0,88.0,3.3,SD,Low
CN4607900000000,46.0,79.0,"Lake County, SD",2020.0,6464.0,6243.0,221.0,3.4,SD,Low
CN4608100000000,46.0,81.0,"Lawrence County, SD",2020.0,13566.0,12799.0,767.0,5.7,SD,Medium
CN4608300000000,46.0,83.0,"Lincoln County, SD",2020.0,36257.0,35075.0,1182.0,3.3,SD,Low
CN4608500000000,46.0,85.0,"Lyman County, SD",2020.0,1667.0,1580.0,87.0,5.2,SD,Medium
CN4608700000000,46.0,87.0,"McCook County, SD",2020.0,2997.0,2896.0,101.0,3.4,SD,Low
CN4608900000000,46.0,89.0,"McPherson County, SD",2020.0,995.0,949.0,46.0,4.6,SD,Medium
CN4609100000000,46.0,91.0,"Marshall County, SD",2020.0,2420.0,2317.0,103.0,4.3,SD,Low
CN4609300000000,46.0,93.0,"Meade County, SD",2020.0,13869.0,13246.0,623.0,4.5,SD,Low
CN4609500000000,46.0,95.0,"Mellette County, SD",2020.0,711.0,671.0,40.0,5.6,SD,Medium
CN4609700000000,46.0,97.0,"Miner County, SD",2020.0,1148.0,1099.0,49.0,4.3,SD,Low
CN4609900000000,46.0,99.0,"Minnehaha County, SD",2020.0,113380.0,108738.0,4642.0,4.1,SD,Low
CN4610100000000,46.0,101.0,"Moody County, SD",2020.0,4022.0,3834.0,188.0,4.7,SD,Medium
CN4610200000000,46.0,102.0,"Oglala Lakota County, SD",2020.0,3775.0,3444.0,331.0,8.8,SD,High
CN4610300000000,46.0,103.0,"Pennington County, SD",2020.0,57385.0,54642.0,2743.0,4.8,SD,Medium
CN4610500000000,46.0,105.0,"Perkins County, SD",2020.0,1373.0,1328.0,45.0,3.3,SD,Low
CN4610700000000,46.0,107.0,"Potter County, SD",2020.0,1025.0,995.0,30.0,2.9,SD,Low
CN4610900000000,46.0,109.0,"Roberts County, SD",2020.0,4819.0,4544.0,275.0,5.7,SD,Medium
CN4611100000000,46.0,111.0,"Sanborn County, SD",2020.0,1161.0,1119.0,42.0,3.6,SD,Low
CN4611500000000,46.0,115.0,"Spink County, SD",2020.0,3093.0,2982.0,111.0,3.6,SD,Low
CN4611700000000,46.0,117.0,"Stanley County, SD",2020.0,1914.0,1848.0,66.0,3.4,SD,Low
CN4611900000000,46.0,119.0,"Sully County, SD",2020.0,792.0,772.0,20.0,2.5,SD,Low
CN4612100000000,46.0,121.0,"Todd County, SD",2020.0,3057.0,2880.0,177.0,5.8,SD,Medium
CN4612300000000,46.0,123.0,"Tripp County, SD",2020.0,3002.0,2919.0,83.0,2.8,SD,Low
CN4612500000000,46.0,125.0,"Turner County, SD",2020.0,4577.0,4413.0,164.0,3.6,SD,Low
CN4612700000000,46.0,127.0,"Union County, SD",2020.0,8646.0,8253.0,393.0,4.5,SD,Low
CN4612900000000,46.0,129.0,"Walworth County, SD",2020.0,2126.0,2010.0,116.0,5.5,SD,Medium
CN4613500000000,46.0,135.0,"Yankton County, SD",2020.0,11745.0,11260.0,485.0,4.1,SD,Low
CN4613700000000,46.0,137.0,"Ziebach County, SD",2020.0,947.0,908.0,39.0,4.1,SD,Low
CN4700100000000,47.0,1.0,"Anderson County, TN",2020.0,34320.0,32012.0,2308.0,6.7,TN,Medium
CN4700300000000,47.0,3.0,"Bedford County, TN",2020.0,21038.0,19363.0,1675.0,8.0,TN,Medium
CN4700500000000,47.0,5.0,"Benton County, TN",2020.0,6780.0,6243.0,537.0,7.9,TN,Medium
CN4700700000000,47.0,7.0,"Bledsoe County, TN",2020.0,4289.0,3929.0,360.0,8.4,TN,High
CN4700900000000,47.0,9.0,"Blount County, TN",2020.0,63727.0,59667.0,4060.0,6.4,TN,Medium
CN4701100000000,47.0,11.0,"Bradley County, TN",2020.0,52557.0,49109.0,3448.0,6.6,TN,Medium
CN4701300000000,47.0,13.0,"Campbell County, TN",2020.0,14581.0,13479.0,1102.0,7.6,TN,Medium
CN4701500000000,47.0,15.0,"Cannon County, TN",2020.0,6522.0,6097.0,425.0,6.5,TN,Medium
CN4701700000000,47.0,17.0,"Carroll County, TN",2020.0,11422.0,10575.0,847.0,7.4,TN,Medium
CN4701900000000,47.0,19.0,"Carter County, TN",2020.0,23673.0,22058.0,1615.0,6.8,TN,Medium
CN4702100000000,47.0,21.0,"Cheatham County, TN",2020.0,21362.0,20146.0,1216.0,5.7,TN,Medium
CN4702300000000,47.0,23.0,"Chester County, TN",2020.0,8471.0,8002.0,469.0,5.5,TN,Medium
CN4702500000000,47.0,25.0,"Claiborne County, TN",2020.0,12779.0,11831.0,948.0,7.4,TN,Medium
CN4702700000000,47.0,27.0,"Clay County, TN",2020.0,2703.0,2494.0,209.0,7.7,TN,Medium
CN4702900000000,47.0,29.0,"Cocke County, TN",2020.0,14859.0,13323.0,1536.0,10.3,TN,High
CN4703100000000,47.0,31.0,"Coffee County, TN",2020.0,25669.0,23629.0,2040.0,7.9,TN,Medium
CN4703300000000,47.0,33.0,"Crockett County, TN",2020.0,6825.0,6434.0,391.0,5.7,TN,Medium
CN4703500000000,47.0,35.0,"Cumberland County, TN",2020.0,22779.0,21064.0,1715.0,7.5,TN,Medium
CN4703700000000,47.0,37.0,"Davidson County, TN",2020.0,399372.0,366443.0,32929.0,8.2,TN,High
CN4703900000000,47.0,39.0,"Decatur County, TN",2020.0,4440.0,4059.0,381.0,8.6,TN,High
CN4704100000000,47.0,41.0,"DeKalb County, TN",2020.0,7616.0,6918.0,698.0,9.2,TN,High
CN4704300000000,47.0,43.0,"Dickson County, TN",2020.0,26339.0,24769.0,1570.0,6.0,TN,Medium
CN4704500000000,47.0,45.0,"Dyer County, TN",2020.0,15907.0,14649.0,1258.0,7.9,TN,Medium
CN4704700000000,47.0,47.0,"Fayette County, TN",2020.0,19195.0,18002.0,1193.0,6.2,TN,Medium
CN4704900000000,47.0,49.0,"Fentress County, TN",2020.0,7518.0,7047.0,471.0,6.3,TN,Medium
CN4705100000000,47.0,51.0,"Franklin County, TN",2020.0,19893.0,18297.0,1596.0,8.0,TN,Medium
CN4705300000000,47.0,53.0,"Gibson County, TN",2020.0,21795.0,20319.0,1476.0,6.8,TN,Medium
CN4705500000000,47.0,55.0,"Giles County, TN",2020.0,14635.0,13417.0,1218.0,8.3,TN,High
CN4705700000000,47.0,57.0,"Grainger County, TN",2020.0,9488.0,8812.0,676.0,7.1,TN,Medium
CN4705900000000,47.0,59.0,"Greene County, TN",2020.0,28887.0,26539.0,2348.0,8.1,TN,High
CN4706100000000,47.0,61.0,"Grundy County, TN",2020.0,5126.0,4617.0,509.0,9.9,TN,High
CN4706300000000,47.0,63.0,"Hamblen County, TN",2020.0,27929.0,25951.0,1978.0,7.1,TN,Medium
CN4706500000000,47.0,65.0,"Hamilton County, TN",2020.0,183019.0,170053.0,12966.0,7.1,TN,Medium
CN4706700000000,47.0,67.0,"Hancock County, TN",2020.0,2194.0,2014.0,180.0,8.2,TN,High
CN4706900000000,47.0,69.0,"Hardeman County, TN",2020.0,9286.0,8550.0,736.0,7.9,TN,Medium
CN4707100000000,47.0,71.0,"Hardin County, TN",2020.0,10257.0,9546.0,711.0,6.9,TN,Medium
CN4707300000000,47.0,73.0,"Hawkins County, TN",2020.0,23384.0,21589.0,1795.0,7.7,TN,Medium
CN4707500000000,47.0,75.0,"Haywood County, TN",2020.0,7777.0,7102.0,675.0,8.7,TN,High
CN4707700000000,47.0,77.0,"Henderson County, TN",2020.0,11886.0,10931.0,955.0,8.0,TN,Medium
CN4707900000000,47.0,79.0,"Henry County, TN",2020.0,14133.0,13136.0,997.0,7.1,TN,Medium
CN4708100000000,47.0,81.0,"Hickman County, TN",2020.0,11096.0,10450.0,646.0,5.8,TN,Medium
CN4708300000000,47.0,83.0,"Houston County, TN",2020.0,3245.0,2993.0,252.0,7.8,TN,Medium
CN4708500000000,47.0,85.0,"Humphreys County, TN",2020.0,8688.0,8154.0,534.0,6.1,TN,Medium
CN4708700000000,47.0,87.0,"Jackson County, TN",2020.0,4714.0,4341.0,373.0,7.9,TN,Medium
CN4708900000000,47.0,89.0,"Jefferson County, TN",2020.0,24937.0,23063.0,1874.0,7.5,TN,Medium
CN4709100000000,47.0,91.0,"Johnson County, TN",2020.0,7679.0,7197.0,482.0,6.3,TN,Medium
CN4709300000000,47.0,93.0,"Knox County, TN",2020.0,243170.0,228861.0,14309.0,5.9,TN,Medium
CN4709500000000,47.0,95.0,"Lake County, TN",2020.0,1678.0,1542.0,136.0,8.1,TN,High
CN4709700000000,47.0,97.0,"Lauderdale County, TN",2020.0,9690.0,8841.0,849.0,8.8,TN,High
CN4709900000000,47.0,99.0,"Lawrence County, TN",2020.0,19249.0,17761.0,1488.0,7.7,TN,Medium
CN4710100000000,47.0,101.0,"Lewis County, TN",2020.0,5340.0,4940.0,400.0,7.5,TN,Medium
CN4710300000000,47.0,103.0,"Lincoln County, TN",2020.0,15966.0,14623.0,1343.0,8.4,TN,High
CN4710500000000,47.0,105.0,"Loudon County, TN",2020.0,23701.0,22225.0,1476.0,6.2,TN,Medium
CN4710700000000,47.0,107.0,"McMinn County, TN",2020.0,23314.0,21495.0,1819.0,7.8,TN,Medium
CN4710900000000,47.0,109.0,"McNairy County, TN",2020.0,8354.0,7654.0,700.0,8.4,TN,High
CN4711100000000,47.0,111.0,"Macon County, TN",2020.0,11160.0,10433.0,727.0,6.5,TN,Medium
CN4711300000000,47.0,113.0,"Madison County, TN",2020.0,49372.0,45677.0,3695.0,7.5,TN,Medium
CN4711500000000,47.0,115.0,"Marion County, TN",2020.0,12268.0,11344.0,924.0,7.5,TN,Medium
CN4711700000000,47.0,117.0,"Marshall County, TN",2020.0,15475.0,14064.0,1411.0,9.1,TN,High
CN4711900000000,47.0,119.0,"Maury County, TN",2020.0,51065.0,46948.0,4117.0,8.1,TN,High
CN4712100000000,47.0,121.0,"Meigs County, TN",2020.0,5191.0,4741.0,450.0,8.7,TN,High
CN4712300000000,47.0,123.0,"Monroe County, TN",2020.0,20148.0,18535.0,1613.0,8.0,TN,Medium
CN4712500000000,47.0,125.0,"Montgomery County, TN",2020.0,86939.0,80370.0,6569.0,7.6,TN,Medium
CN4712700000000,47.0,127.0,"Moore County, TN",2020.0,3611.0,3418.0,193.0,5.3,TN,Medium
CN4712900000000,47.0,129.0,"Morgan County, TN",2020.0,7581.0,7101.0,480.0,6.3,TN,Medium
CN4713100000000,47.0,131.0,"Obion County, TN",2020.0,12166.0,11343.0,823.0,6.8,TN,Medium
CN4713300000000,47.0,133.0,"Overton County, TN",2020.0,9735.0,9123.0,612.0,6.3,TN,Medium
CN4713500000000,47.0,135.0,"Perry County, TN",2020.0,2960.0,2677.0,283.0,9.6,TN,High
CN4713700000000,47.0,137.0,"Pickett County, TN",2020.0,2235.0,2101.0,134.0,6.0,TN,Medium
CN4713900000000,47.0,139.0,"Polk County, TN",2020.0,7382.0,6878.0,504.0,6.8,TN,Medium
CN4714100000000,47.0,141.0,"Putnam County, TN",2020.0,35082.0,32815.0,2267.0,6.5,TN,Medium
CN4714300000000,47.0,143.0,"Rhea County, TN",2020.0,13112.0,11853.0,1259.0,9.6,TN,High
CN4714500000000,47.0,145.0,"Roane County, TN",2020.0,22961.0,21506.0,1455.0,6.3,TN,Medium
CN4714700000000,47.0,147.0,"Robertson County, TN",2020.0,37200.0,34926.0,2274.0,6.1,TN,Medium
CN4714900000000,47.0,149.0,"Rutherford County, TN",2020.0,186771.0,173735.0,13036.0,7.0,TN,Medium
CN4715100000000,47.0,151.0,"Scott County, TN",2020.0,8147.0,7461.0,686.0,8.4,TN,High
CN4715300000000,47.0,153.0,"Sequatchie County, TN",2020.0,6164.0,5685.0,479.0,7.8,TN,Medium
CN4715500000000,47.0,155.0,"Sevier County, TN",2020.0,54071.0,48806.0,5265.0,9.7,TN,High
CN4715700000000,47.0,157.0,"Shelby County, TN",2020.0,447440.0,404536.0,42904.0,9.6,TN,High
CN4715900000000,47.0,159.0,"Smith County, TN",2020.0,9237.0,8677.0,560.0,6.1,TN,Medium
CN4716100000000,47.0,161.0,"Stewart County, TN",2020.0,5409.0,5066.0,343.0,6.3,TN,Medium
CN4716300000000,47.0,163.0,"Sullivan County, TN",2020.0,69256.0,64328.0,4928.0,7.1,TN,Medium
CN4716500000000,47.0,165.0,"Sumner County, TN",2020.0,103406.0,96677.0,6729.0,6.5,TN,Medium
CN4716700000000,47.0,167.0,"Tipton County, TN",2020.0,27614.0,25776.0,1838.0,6.7,TN,Medium
CN4716900000000,47.0,169.0,"Trousdale County, TN",2020.0,5425.0,5086.0,339.0,6.2,TN,Medium
CN4717100000000,47.0,171.0,"Unicoi County, TN",2020.0,7019.0,6464.0,555.0,7.9,TN,Medium
CN4717300000000,47.0,173.0,"Union County, TN",2020.0,7627.0,7105.0,522.0,6.8,TN,Medium
CN4717500000000,47.0,175.0,"Van Buren County, TN",2020.0,2013.0,1841.0,172.0,8.5,TN,High
CN4717700000000,47.0,177.0,"Warren County, TN",2020.0,17227.0,15701.0,1526.0,8.9,TN,High
CN4717900000000,47.0,179.0,"Washington County, TN",2020.0,60297.0,56488.0,3809.0,6.3,TN,Medium
CN4718100000000,47.0,181.0,"Wayne County, TN",2020.0,6353.0,5919.0,434.0,6.8,TN,Medium
CN4718300000000,47.0,183.0,"Weakley County, TN",2020.0,15463.0,14577.0,886.0,5.7,TN,Medium
CN4718500000000,47.0,185.0,"White County, TN",2020.0,12064.0,11213.0,851.0,7.1,TN,Medium
CN4718700000000,47.0,187.0,"Williamson County, TN",2020.0,129379.0,123273.0,6106.0,4.7,TN,Medium
CN4718900000000,47.0,189.0,"Wilson County, TN",2020.0,77883.0,72940.0,4943.0,6.3,TN,Medium
CN4800100000000,48.0,1.0,"Anderson County, TX",2020.0,22985.0,21676.0,1309.0,5.7,TX,Medium
CN4800300000000,48.0,3.0,"Andrews County, TX",2020.0,9173.0,8420.0,753.0,8.2,TX,High
CN4800500000000,48.0,5.0,"Angelina County, TX",2020.0,35364.0,32661.0,2703.0,7.6,TX,Medium
CN4800700000000,48.0,7.0,"Aransas County, TX",2020.0,9149.0,8383.0,766.0,8.4,TX,High
CN4800900000000,48.0,9.0,"Archer County, TX",2020.0,3962.0,3753.0,209.0,5.3,TX,Medium
CN4801100000000,48.0,11.0,"Armstrong County, TX",2020.0,895.0,857.0,38.0,4.2,TX,Low
CN4801300000000,48.0,13.0,"Atascosa County, TX",2020.0,21590.0,19743.0,1847.0,8.6,TX,High
CN4801500000000,48.0,15.0,"Austin County, TX",2020.0,13430.0,12536.0,894.0,6.7,TX,Medium
CN4801700000000,48.0,17.0,"Bailey County, TX",2020.0,2381.0,2267.0,114.0,4.8,TX,Medium
CN4801900000000,48.0,19.0,"Bandera County, TX",2020.0,9921.0,9344.0,577.0,5.8,TX,Medium
CN4802100000000,48.0,21.0,"Bastrop County, TX",2020.0,42647.0,40074.0,2573.0,6.0,TX,Medium
CN4802300000000,48.0,23.0,"Baylor County, TX",2020.0,1765.0,1705.0,60.0,3.4,TX,Low
CN4802500000000,48.0,25.0,"Bee County, TX",2020.0,9798.0,8825.0,973.0,9.9,TX,High
CN4802700000000,48.0,27.0,"Bell County, TX",2020.0,144433.0,134302.0,10131.0,7.0,TX,Medium
CN4802900000000,48.0,29.0,"Bexar County, TX",2020.0,932280.0,861055.0,71225.0,7.6,TX,Medium
CN4803100000000,48.0,31.0,"Blanco County, TX",2020.0,6563.0,6310.0,253.0,3.9,TX,Low
CN4803300000000,48.0,33.0,"Borden County, TX",2020.0,440.0,425.0,15.0,3.4,TX,Low
CN4803500000000,48.0,35.0,"Bosque County, TX",2020.0,8226.0,7776.0,450.0,5.5,TX,Medium
CN4803700000000,48.0,37.0,"Bowie County, TX",2020.0,38608.0,35745.0,2863.0,7.4,TX,Medium
CN4803900000000,48.0,39.0,"Brazoria County, TX",2020.0,178219.0,162907.0,15312.0,8.6,TX,High
CN4804100000000,48.0,41.0,"Brazos County, TX",2020.0,116907.0,110672.0,6235.0,5.3,TX,Medium
CN4804300000000,48.0,43.0,"Brewster County, TX",2020.0,4089.0,3818.0,271.0,6.6,TX,Medium
CN4804500000000,48.0,45.0,"Briscoe County, TX",2020.0,552.0,526.0,26.0,4.7,TX,Medium
CN4804700000000,48.0,47.0,"Brooks County, TX",2020.0,2585.0,2309.0,276.0,10.7,TX,High
CN4804900000000,48.0,49.0,"Brown County, TX",2020.0,15199.0,14213.0,986.0,6.5,TX,Medium
CN4805100000000,48.0,51.0,"Burleson County, TX",2020.0,8114.0,7597.0,517.0,6.4,TX,Medium
CN4805300000000,48.0,53.0,"Burnet County, TX",2020.0,23636.0,22510.0,1126.0,4.8,TX,Medium
CN4805500000000,48.0,55.0,"Caldwell County, TX",2020.0,18909.0,17680.0,1229.0,6.5,TX,Medium
CN4805700000000,48.0,57.0,"Calhoun County, TX",2020.0,11905.0,11210.0,695.0,5.8,TX,Medium
CN4805900000000,48.0,59.0,"Callahan County, TX",2020.0,5973.0,5647.0,326.0,5.5,TX,Medium
CN4806100000000,48.0,61.0,"Cameron County, TX",2020.0,170184.0,152951.0,17233.0,10.1,TX,High
CN4806300000000,48.0,63.0,"Camp County, TX",2020.0,4977.0,4609.0,368.0,7.4,TX,Medium
CN4806500000000,48.0,65.0,"Carson County, TX",2020.0,2869.0,2748.0,121.0,4.2,TX,Low
CN4806700000000,48.0,67.0,"Cass County, TX",2020.0,12194.0,11227.0,967.0,7.9,TX,Medium
CN4806900000000,48.0,69.0,"Castro County, TX",2020.0,3265.0,3146.0,119.0,3.6,TX,Low
CN4807100000000,48.0,71.0,"Chambers County, TX",2020.0,20311.0,18407.0,1904.0,9.4,TX,High
CN4807300000000,48.0,73.0,"Cherokee County, TX",2020.0,21088.0,19412.0,1676.0,7.9,TX,Medium
CN4807500000000,48.0,75.0,"Childress County, TX",2020.0,3010.0,2898.0,112.0,3.7,TX,Low
CN4807700000000,48.0,77.0,"Clay County, TX",2020.0,4795.0,4530.0,265.0,5.5,TX,Medium
CN4807900000000,48.0,79.0,"Cochran County, TX",2020.0,1111.0,1031.0,80.0,7.2,TX,Medium
CN4808100000000,48.0,81.0,"Coke County, TX",2020.0,1360.0,1285.0,75.0,5.5,TX,Medium
CN4808300000000,48.0,83.0,"Coleman County, TX",2020.0,2859.0,2648.0,211.0,7.4,TX,Medium
CN4808500000000,48.0,85.0,"Collin County, TX",2020.0,578797.0,542541.0,36256.0,6.3,TX,Medium
CN4808700000000,48.0,87.0,"Collingsworth County, TX",2020.0,1066.0,1021.0,45.0,4.2,TX,Low
CN4808900000000,48.0,89.0,"Colorado County, TX",2020.0,9653.0,9116.0,537.0,5.6,TX,Medium
CN4809100000000,48.0,91.0,"Comal County, TX",2020.0,77199.0,72493.0,4706.0,6.1,TX,Medium
CN4809300000000,48.0,93.0,"Comanche County, TX",2020.0,5612.0,5303.0,309.0,5.5,TX,Medium
CN4809500000000,48.0,95.0,"Concho County, TX",2020.0,1328.0,1268.0,60.0,4.5,TX,Low
CN4809700000000,48.0,97.0,"Cooke County, TX",2020.0,19209.0,17844.0,1365.0,7.1,TX,Medium
CN4809900000000,48.0,99.0,"Coryell County, TX",2020.0,23753.0,22179.0,1574.0,6.6,TX,Medium
CN4810100000000,48.0,101.0,"Cottle County, TX",2020.0,566.0,538.0,28.0,4.9,TX,Medium
CN4810300000000,48.0,103.0,"Crane County, TX",2020.0,1622.0,1400.0,222.0,13.7,TX,High
